id_user,timestamp,source,message,category
10969,11/27/2024,livechat,"""Hi where is my deposit""",Deposit/Payment Issues
10395,11/27/2024,livechat,"""help with my deposit""",Deposit/Payment Issues
10709,11/27/2024,livechat,"""Nope that's it thank you have a good night""",Irrelevant/Other
10755,11/27/2024,livechat,"""when I used my LTC ones it worked on usd""",Irrelevant/Other
10436,11/27/2024,livechat,"""I just made a deposit of .00009726 and you changed the minimum deposit.  is there anything u can do to help me out""",Deposit/Payment Issues
1403,11/27/2024,livechat,"""Can u see the address clearly?""",Irrelevant/Other
1182,11/27/2024,telegram,"""Why does it say I'm out of funds for my bonus of 20free spins for golden pride I never got the game to load up so I didn't play it at all ever a matter of fact""",Deposit/Payment Issues
511,11/27/2024,telegram,"""Ok thanks""",Irrelevant/Other
193,11/27/2024,telegram,"""Aight Preciate it""",Irrelevant/Other
511,11/27/2024,telegram,"""Why does my cashoit keep getting cancelled""",Irrelevant/Other
10045,11/27/2024,livechat,"""Hello, I contacted earlier about money mistakenly taken out of my account on. your end but that money was put back into my account. But now when I try to play a game it said my account is temporarily suspended""",Account/Login Issues
9579,11/27/2024,livechat,"""eu vou por toda a conversa em plataformas de casinos para as pessoas ver como vocês sao🤡😆😆😆😆🤡🤡🤡🤡""",Irrelevant/Other
10135,11/27/2024,livechat,"""Yes sure please""",Irrelevant/Other
10550,11/27/2024,livechat,"""You had some update""",Irrelevant/Other
184,11/27/2024,telegram,"""I was just playing and in the middle of bonus when I was logged out""",Bonuses/Promotions Issues
10899,11/27/2024,livechat,"""sorry to be a pain""",Irrelevant/Other
10539,11/27/2024,livechat,"""pass it on to someone responsible! If they don't refund you have to do something to compensate me!""",Deposit/Payment Issues
9750,11/27/2024,livechat,"""I want to speak to a person in charge or manager!😂😂""",Irrelevant/Other
10894,11/27/2024,livechat,"""I hope I didn't waste your time""",Irrelevant/Other
9626,11/27/2024,livechat,"""That doesn’t make sense I met the wager requirement mint there’s no active bonus""",Bonuses/Promotions Issues
10812,11/27/2024,livechat,"""I want to speak to someone in charge""",Irrelevant/Other
9839,11/27/2024,livechat,"""I want to speak to someone in charge""",Irrelevant/Other
10723,11/27/2024,livechat,"""yes I understand which my balance has been adjusted accordingly but I can play anything because it’s says my acct. is locked.""",Irrelevant/Other
1049,11/27/2024,livechat,"""All my other ID has gone through its just this address""",Irrelevant/Other
10029,11/27/2024,livechat,"""Yes I just got message or something popped up on my screen saying cash out failed""",Irrelevant/Other
8977,11/27/2024,livechat,"""ya its only .24 but hey that's two spins""",Gameplay/Technical Issues
10999,11/27/2024,livechat,"""Hi I deposit 80 au using Coinbase But it’s not added on""",Deposit/Payment Issues
9949,11/27/2024,livechat,"""My deposit has been confirmed on the blockchain, but hasn't been credited to my account.""",Account/Login Issues
2165,11/27/2024,telegram,"""Oh but I’m still getting the spins right""",Gameplay/Technical Issues
2307,11/27/2024,telegram,"""thanks for your time""",Irrelevant/Other
2165,11/27/2024,telegram,"""Ok""",Irrelevant/Other
2307,11/27/2024,telegram,"""under Bonus Mania i saw 5-50% cashback thats why i asked""",Bonuses/Promotions Issues
9916,11/27/2024,livechat,"""Hi, I clicked on the bonus mania leak this morning, but did not initiate my spins. The opportunity to access them is no longer available. Can you help me?""",Account/Login Issues
10931,11/27/2024,livechat,"""please share my feedback with someone who is responsible for this feedbac""",Irrelevant/Other
10921,11/27/2024,livechat,"""still there?""",Irrelevant/Other
10999,11/27/2024,livechat,"""I no longer want to play on this site""",Irrelevant/Other
10211,11/27/2024,livechat,"""basically I went to open up my awards and I spent like one spin and I went back to it, and there were no longer on there""",Gameplay/Technical Issues
10430,11/27/2024,livechat,"""But I hit the wrong button""",Irrelevant/Other
1539,11/27/2024,livechat,"""It was the last bit of money I had left to play with.""",Irrelevant/Other
373,11/27/2024,telegram,"""Perfect""",Irrelevant/Other
10055,11/28/2024,livechat,"""I have this one damn account""",Account/Login Issues
10848,11/28/2024,livechat,"""I had to delete my cookies and data to sign back in, i couldn't do that in the app only the browser but its all sorted out now thank you!""",Irrelevant/Other
9960,11/28/2024,livechat,"""but not even close to what I paid for! I paid for 200 free spins, not once but twice""",Bonuses/Promotions Issues
10318,11/28/2024,livechat,"""no it’s not like you could do anything for me even if I did""",Irrelevant/Other
5155,11/28/2024,livechat,"""I never them""",Irrelevant/Other
10692,11/28/2024,livechat,"""So what happens if it's not the minimum deposit""",Deposit/Payment Issues
10873,11/28/2024,livechat,"""let me send a screenshot""",Irrelevant/Other
10181,11/28/2024,livechat,"""this is taking way too long""",Irrelevant/Other
7907,11/28/2024,livechat,"""Sorry but my chats keep on deleting""",Irrelevant/Other
9902,11/28/2024,livechat,"""So i just made another deposit and its not showing up on my account. I deposited it through Bitcoin and the correct address and I have all the transactions available I just don't know what to do because this is the second time two days ago I made a $9 deposit and it didn't show up either""",Account/Login Issues
102,11/28/2024,telegram,"""Is the site down? I haven’t been able to get it to load on any kind of browser in 2-3 hrs""",Irrelevant/Other
11245,11/28/2024,livechat,"""Hi I am not understanding what is going on I got 200 free spins and then You guys are saying that someone's using my address or something. It doesn't even make sense I have. I'm the only one that has my account so I don't understand what's going on exactly. I like to know what's going on because this doesn't make sense at all. I'm planning for a while now and I've never had these issues. Now all of a sudden I have these issues""",Account/Login Issues
9944,11/28/2024,livechat,"""Book of an""",Irrelevant/Other
11262,11/28/2024,livechat,"""Can u help me with the game it got stuck I try everything""",Gameplay/Technical Issues
373,11/28/2024,telegram,"""Or does have to be 50 exact""",Irrelevant/Other
373,11/28/2024,telegram,"""Or 75x40 wager""",Irrelevant/Other
373,11/28/2024,telegram,"""Right?""",Irrelevant/Other
10855,11/28/2024,livechat,"""What you did 1000% unfair""",Irrelevant/Other
127,11/28/2024,telegram,"""It is a HUGE green flag""",Irrelevant/Other
127,11/28/2024,telegram,"""Maybe the 40x are good for new customers and casuals. But that requirement is probably the main reason for bad reviews""",Irrelevant/Other
2074,11/28/2024,livechat,"""It doesn't give me that""",Irrelevant/Other
10918,11/28/2024,livechat,"""Ok so my little 20 cent/ 80 free spins are coming later!?""",Bonuses/Promotions Issues
751,11/28/2024,livechat,"""Why can't I activate my Wednesday free spins?""",Bonuses/Promotions Issues
373,11/28/2024,telegram,"""On plinko and Keno a can't see usd""",Irrelevant/Other
10883,11/28/2024,livechat,"""Yeah but my last deposit combined with my deposit yesterday equals 50 or more""",Deposit/Payment Issues
1472,11/28/2024,livechat,"""Good but I would be better if I had some free spins so I could win some money""",Bonuses/Promotions Issues
10626,11/28/2024,livechat,"""Wow that’s absolute bull now I am thinking I hit every box and jackbooted or something and ur game ripped me off cuz how would my bonus round that wasent completed totally disappeared unless there’s something funny I’ll just find a new site thx anyway""",Bonuses/Promotions Issues
9060,11/28/2024,livechat,"""What do u mean if deposits don't meet minimum requirements it said deposited any amount""",Deposit/Payment Issues
10863,11/28/2024,livechat,"""Except last""",Irrelevant/Other
10842,11/28/2024,livechat,"""Have checked bet history and have deleted cached. There's about 900 missing.""",Irrelevant/Other
9901,11/28/2024,livechat,"""You are the fourth person I've talked to I just want you guys to be able to recommend me for everyth""",Irrelevant/Other
9919,11/28/2024,livechat,"""ah ok... i will keep an eye on that. thanks""",Irrelevant/Other
11097,11/28/2024,livechat,"""Perché i venti free spin non me li danno più mi danno solo 100 frinspin""",Gameplay/Technical Issues
10122,11/28/2024,livechat,"""alright thanks. I will try these steps and get back to you if I don’t have any success""",Irrelevant/Other
11401,11/28/2024,livechat,"""Okay, I'll give it a shot, although one of the documents seems to still be pending accept from the system""",Irrelevant/Other
10581,11/28/2024,livechat,"""I have already deposited 50$ how do I collect the winnings?""",Deposit/Payment Issues
2490,11/28/2024,livechat,"""It does it itself""",Irrelevant/Other
1315,11/28/2024,livechat,"""Okie dokie""",Irrelevant/Other
11187,11/28/2024,livechat,"""Can i send it here?""",Irrelevant/Other
11388,11/28/2024,livechat,"""You’re very kind.""",Irrelevant/Other
10400,11/28/2024,livechat,"""Typically how long do deposits take to be completed once the verification process is completed?""",Deposit/Payment Issues
1406,11/28/2024,livechat,"""Hi there! Where is my deposit? I deposited at 9:01""",Deposit/Payment Issues
813,11/28/2024,livechat,"""I sent 10 dollars""",Irrelevant/Other
11272,11/28/2024,livechat,"""Crypto deposit""",Deposit/Payment Issues
11019,11/28/2024,livechat,"""but i dont see it on my account""",Account/Login Issues
10913,11/28/2024,livechat,"""so i cant even play right now ?""",Irrelevant/Other
10160,11/28/2024,livechat,"""im heading to work now and just want to get this verified or will be waiting 10 hours before I can do anything""",Irrelevant/Other
10123,11/28/2024,livechat,"""11 hrs ago""",Irrelevant/Other
10713,11/28/2024,livechat,"""Where's the free no deposit spins""",Deposit/Payment Issues
10468,11/28/2024,livechat,"""But how I didn't play""",Irrelevant/Other
11443,11/28/2024,livechat,"""bitcoin+usd+mbtc""",Irrelevant/Other
665,11/29/2024,livechat,"""Finding which game I'm supposed to plan on""",Gameplay/Technical Issues
1450,11/29/2024,livechat,"""i used to have 2 accounts but i closed one am i trying to log into the wrong one?""",Account/Login Issues
11160,11/29/2024,livechat,"""I send it to this""",Irrelevant/Other
10277,11/29/2024,livechat,"""Hi, am I getting the Friday loyalty bonus tonight?""",Bonuses/Promotions Issues
11338,11/29/2024,livechat,"""Nice to know i’m gonna cancel this shit right now lol""",Irrelevant/Other
10123,11/29/2024,livechat,"""sure its the 200 free spins""",Bonuses/Promotions Issues
10631,11/29/2024,livechat,"""That never paid""",Irrelevant/Other
10667,11/29/2024,livechat,"""Have tried multiple different times""",Irrelevant/Other
11370,11/29/2024,livechat,"""I just want to cash out get all my money back. I have not even played. Cash app""",Irrelevant/Other
10491,11/29/2024,livechat,"""i kept my best at as low as 10mL and didn’t exceed them.""",Irrelevant/Other
11474,11/29/2024,livechat,"""Wtf you mean IT CANT BE REFUNDED IVE DEPOSITED THIS AMOUNT BEFORE""",Deposit/Payment Issues
10681,11/29/2024,livechat,"""I would've never contrived playingnt blackjack I had plans to play a specific slot billion bonanza""",Irrelevant/Other
10975,11/29/2024,livechat,"""Why didn’t I receive the Friday bonus""",Bonuses/Promotions Issues
6928,11/29/2024,livechat,"""I just had a big win and tried to cash out some of my winnings and it says my account has been suspended. I've had this account for a long time and deposit and withdraw all the time. What's the problem?""",Account/Login Issues
10100,11/29/2024,livechat,"""I deposited 200 dollars didn't recieve 180 spins""",Deposit/Payment Issues
10347,11/29/2024,livechat,"""The jackpot maniaz""",Irrelevant/Other
10238,11/29/2024,livechat,"""I had 6 dollars in Litecoin I activated my free spins and then my $6 disappeared it shouldn't disappear it should just combine with my other but it disappeared and I won 19 cents off the free spins and that's all that was there in Litecoin my $6 was gone""",Bonuses/Promotions Issues
10187,11/29/2024,livechat,"""I just did the playhrough for one""",Irrelevant/Other
10598,11/29/2024,livechat,"""BUT I THINK I MIGHT HAVE HAD IT ON USD TO.INSTEAD OF ETHERIUM ON THE APP.""",Irrelevant/Other
10397,11/29/2024,livechat,"""SO I JUST LOSE OUT ON THE MONEY!!""",Irrelevant/Other
11029,11/29/2024,livechat,"""like nothing at all""",Irrelevant/Other
10914,11/29/2024,livechat,"""their customer support is horrendous""",Irrelevant/Other
10131,11/29/2024,livechat,"""have a good weekend""",Irrelevant/Other
10853,11/29/2024,livechat,"""Can u do the last exception an I won't deposit  any least than the minimum  amount""",Deposit/Payment Issues
11222,11/29/2024,livechat,"""I know u could reverse the money since u guys did it one time I the past""",Irrelevant/Other
11193,11/29/2024,livechat,"""I EARN 50 FREE SPINS""",Bonuses/Promotions Issues
11683,11/29/2024,livechat,"""I was supposed to get some free Spins upon sign up.  I see it says I was given some.  But how do I use them? A specific game?""",Bonuses/Promotions Issues
10315,11/29/2024,livechat,"""got an email for 20 fs but there's none on my accoubt""",Irrelevant/Other
1958,11/29/2024,livechat,"""It just said to log in an activate Christmas came early didn't say an amount or anything""",Irrelevant/Other
11200,11/29/2024,livechat,"""Can you pls give me the Bitcoin address I use for withdrawals it begins with 18""",Withdrawal/Cashout Issues
9957,11/29/2024,livechat,"""I was just kidding""",Irrelevant/Other
10659,11/29/2024,livechat,"""The promo popped up right after id dep't over $150 lol""",Irrelevant/Other
10844,11/29/2024,livechat,"""No I went to prison is the us but now I’m back home in Italy""",Irrelevant/Other
10247,11/29/2024,livechat,"""Gotcha ill send that right now""",Irrelevant/Other
92,11/29/2024,telegram,"""Hi I deposited this morning and haven't received my free spins from your weekend promo""",Deposit/Payment Issues
11205,11/29/2024,livechat,"""I didn’t try to withdraw anything though""",Withdrawal/Cashout Issues
2429,11/29/2024,telegram,"""unfortunately not i refreshed the page after the next round startet because the placed bet was still shown on the bottom of the display but i didn’t receive a win""",Irrelevant/Other
11007,11/29/2024,livechat,"""What happened to all my money I had in my account?""",Account/Login Issues
10470,11/29/2024,livechat,"""ive wagered through my entire deposit but it says i do not have funds even when going to free spins through the menu""",Deposit/Payment Issues
10243,11/29/2024,livechat,"""And now I just hit for 5 thousand some dollars And you guys come and take it away from me.Talking about how I have multiple accounts and I don't""",Account/Login Issues
11289,11/29/2024,livechat,"""I deposited""",Deposit/Payment Issues
10454,11/29/2024,livechat,"""I’m stall not able to play my bonus free soin""",Bonuses/Promotions Issues
11163,11/29/2024,livechat,"""So you guys are really just stealing two hundred and fifty dollars from me that i've won fairly""",Irrelevant/Other
11152,11/29/2024,livechat,"""This is crazy""",Irrelevant/Other
2452,11/29/2024,telegram,"""Any bugs I see I report positive or negative your welcome""",Gameplay/Technical Issues
2631,11/29/2024,livechat,"""I understand but the rolls""",Irrelevant/Other
11810,11/29/2024,livechat,"""I didn't even get to pick the game. So I didn't even get to try your platform""",Gameplay/Technical Issues
11155,11/29/2024,livechat,"""Oh my bad.""",Irrelevant/Other
11046,11/29/2024,livechat,"""It won't allow me to""",Irrelevant/Other
154,11/29/2024,telegram,"""game says I have free spins but wont let me use them""",Bonuses/Promotions Issues
10305,11/29/2024,livechat,"""Played and lost?""",Irrelevant/Other
10794,11/29/2024,livechat,"""I tried it wouldn't let me""",Irrelevant/Other
4158,11/30/2024,livechat,"""I know but I added the  $68.09/0.0007 btc and the $1.87 fee so that would be $69.96 so idk  why it went to $71.83""",Irrelevant/Other
1278,11/30/2024,livechat,"""It's not a hard fucking question you're too stupid answer it""",Irrelevant/Other
10398,11/30/2024,livechat,"""My account is disabled""",Account/Login Issues
10848,11/30/2024,livechat,"""How much can I withdrawal from bitcoin""",Withdrawal/Cashout Issues
10803,11/30/2024,livechat,"""CAN U PLS TAKE CARE OF THAT""",Irrelevant/Other
11212,11/30/2024,livechat,"""Yeah they are asking me to contact them with the email on the account""",Account/Login Issues
11105,11/30/2024,livechat,"""And emails through support""",Irrelevant/Other
11624,11/30/2024,livechat,"""So am i held to a play through""",Irrelevant/Other
11032,11/30/2024,livechat,"""now I am being made to start all over an now it’s not moving menup""",Irrelevant/Other
10626,11/30/2024,livechat,"""And I have lost over 30k since I activated it""",Irrelevant/Other
10935,11/30/2024,livechat,"""If the payment teams available can you ask them why it's being cancelled then""",Deposit/Payment Issues
11268,11/30/2024,livechat,"""They told me they would transfer my funds""",Deposit/Payment Issues
10852,11/30/2024,livechat,"""Ya I played a bonus then it said to reload and i did and then it only took""",Bonuses/Promotions Issues
10587,11/30/2024,livechat,"""ok so youre saying if i win a jackpot right now youll take it away""",Irrelevant/Other
10767,11/30/2024,livechat,"""Hi I just deposited over 30 dollars for the weekend promo and did not receive my 30 free spins""",Deposit/Payment Issues
10542,11/30/2024,livechat,"""2fA won't let me login""",Account/Login Issues
880,11/30/2024,telegram,"""Why my withdrawal cancel?""",Withdrawal/Cashout Issues
10805,11/30/2024,livechat,"""SOrry it took so long""",Irrelevant/Other
11545,11/30/2024,livechat,"""and a buutton that said claaim your prize was there""",Irrelevant/Other
11505,11/30/2024,livechat,"""there no bonus money""",Bonuses/Promotions Issues
10782,11/30/2024,livechat,"""Level up spins""",Gameplay/Technical Issues
10475,11/30/2024,livechat,"""Hello what game do I have free spins on for get max""",Bonuses/Promotions Issues
11905,11/30/2024,livechat,"""Oh ok understood. Thanks for ur help.""",Irrelevant/Other
10474,11/30/2024,livechat,"""So what's going on""",Irrelevant/Other
8,11/30/2024,telegram,"""Lol that's what I'm trying to explain to you! I was trying to play my deposit & the free spins just started on its own!! I did not activate them for the reason of I am winning pretty well with my deposit and wasn't gonna play my fee spins till after I withdrew my winnings from my deposit!!""",Deposit/Payment Issues
1162,11/30/2024,livechat,"""I will have to go look it's my address for here""",Irrelevant/Other
11220,11/30/2024,livechat,"""I can send the other $15 as I it can be the minimum amount""",Irrelevant/Other
10917,11/30/2024,livechat,"""So I clicked on the leprechaun free spins I had 200 and I was playing them and then all of a sudden it said I’m out of funds. I think there’s something wrong. There’s might be a glitch. They were using my funds instead of the free spins.""",Deposit/Payment Issues
11097,11/30/2024,livechat,"""I set a limit in US Dollars I did not send any other limits that's why they say they're not sick""",Irrelevant/Other
11738,11/30/2024,livechat,"""I got a bonus on my email that never got put on my account""",Account/Login Issues
11981,11/30/2024,livechat,"""No way all my money gone no.  WYyyyyy plz ask Nick or someone to help me no way""",Irrelevant/Other
11921,11/30/2024,livechat,"""will not allow me to play""",Irrelevant/Other
10522,11/30/2024,livechat,"""Oki not on the screen shot of the transaction ?""",Irrelevant/Other
11037,11/30/2024,livechat,"""I thought that those 30 spins were just the first set of spins I assumed like you guys always do I would receive them in increments""",Gameplay/Technical Issues
10603,11/30/2024,livechat,"""seriously $1.16 off due to the fees of depositing after all the money I’ve deposited you can’t give me a break on a buck? Really""",Deposit/Payment Issues
11243,11/30/2024,livechat,"""It’s not the cash out I’m concerned about. It’s more so what’ll happen to my total balance when the wagering is complete""",Irrelevant/Other
10856,11/30/2024,livechat,"""can you check status thanks""",Irrelevant/Other
10243,11/30/2024,livechat,"""I don't see my deposit pending""",Deposit/Payment Issues
11346,11/30/2024,livechat,"""Hello Milo  im pay today deposit in 14:4_6 but my deposit its not to my account""",Account/Login Issues
362,11/30/2024,telegram,"""My deposit hasn't shown up and on the block chain it said it was approved or ready ...or whatever it says. I was just wondering about it. It's only 11 bucks I think""",Deposit/Payment Issues
11707,11/30/2024,livechat,"""All I did was try to change my password""",Account/Login Issues
10534,11/30/2024,livechat,"""Hey there I haven’t got nothing yet at all no email or nothing yet can u look it up for me please thanks""",Irrelevant/Other
11377,11/30/2024,livechat,"""You disabled my account again for no reason I hope this doesn’t start happening every time I send money and try to play again""",Account/Login Issues
12043,11/30/2024,livechat,"""Hello, I deposited dodge coin and it says it’s been loaded onto my account but it hasn’t showed me that it was loaded and it’s not updating.""",Account/Login Issues
1471,11/30/2024,livechat,"""You can free my account now..since you have canceled the withdrawal""",Account/Login Issues
11400,11/30/2024,livechat,"""hello speacialized""",Irrelevant/Other
11857,11/30/2024,livechat,"""Yeah, can you see the screenshot I sent when I opened this chat?""",Irrelevant/Other
2499,11/30/2024,telegram,"""I bought crypto on PayPal and copied my link on the website and to send the crypto to. It hasn't done anything yet""",Irrelevant/Other
11496,11/30/2024,livechat,"""I made an xrp deposit and it’s not being credited""",Deposit/Payment Issues
2532,11/30/2024,livechat,"""It's saying it's activated already""",Irrelevant/Other
808,11/30/2024,livechat,"""Where did my withdrawal get sent to""",Withdrawal/Cashout Issues
11000,11/30/2024,livechat,"""Hey support ! Will you add the freespins for me, please? CHIPY50""",Gameplay/Technical Issues
11879,12/1/2024,livechat,"""What is the min you can play""",Irrelevant/Other
11251,12/1/2024,livechat,"""What place did I come in the November JPM Race""",Irrelevant/Other
2513,12/1/2024,telegram,"""When did the race end?""",Irrelevant/Other
2514,12/1/2024,telegram,"""Ok then thanks""",Irrelevant/Other
178,12/1/2024,telegram,"""Like around six dollar""",Irrelevant/Other
2515,12/1/2024,telegram,"""Can you see the top one there was 2 of them one is gone now""",Irrelevant/Other
12085,12/1/2024,livechat,"""And by now you say its expired""",Irrelevant/Other
11911,12/1/2024,livechat,"""Shall I try again ?""",Irrelevant/Other
155,12/1/2024,telegram,"""Okay I've done all of those steps and I'm still facing the same issue I'm kind of confused are you can we just reset my 90 spins again so it can upload to my account the right way because it's not working and it's not nothing on my side it's not showing the spins at all""",Account/Login Issues
11642,12/1/2024,livechat,"""please delete acct""",Irrelevant/Other
11096,12/1/2024,livechat,"""I wasn’t even in the game""",Gameplay/Technical Issues
11126,12/1/2024,livechat,"""I acedently canceled my reward n it deducted 900$ from me this was not my intention""",Irrelevant/Other
11254,12/1/2024,livechat,"""And what if end up waiting and am told that it's only 5%? That's gonna piss me off.""",Irrelevant/Other
11240,12/1/2024,livechat,"""Can you not see what's contributed to my bonus wager requirement?""",Bonuses/Promotions Issues
2069,12/1/2024,livechat,"""So can an inactive player win the jackpot mania minor or mega jackpots""",Irrelevant/Other
519,12/1/2024,livechat,"""Hi I activated my 25 free spins but didn't finish spinning them now I'm unable to finish them when I open the slot they were on can you help me""",Bonuses/Promotions Issues
11089,12/1/2024,livechat,"""i dont have bonus""",Bonuses/Promotions Issues
10801,12/1/2024,livechat,"""Can you please transfer me to a representative""",Withdrawal/Cashout Issues
11050,12/1/2024,livechat,"""Still haven’t recieved my deposit""",Deposit/Payment Issues
11251,12/1/2024,livechat,"""But the free spins were never itawarded""",Bonuses/Promotions Issues
1496,12/1/2024,livechat,"""Yes i know what you are talking about but the 12864 is what I cash out.""",Irrelevant/Other
10771,12/1/2024,livechat,"""Ok will do thank you""",Irrelevant/Other
656,12/1/2024,livechat,"""Hi I can't get back to my free spins""",Bonuses/Promotions Issues
609,12/1/2024,livechat,"""It's still not working what can we do""",Irrelevant/Other
11682,12/1/2024,livechat,"""and all my free sins""",Irrelevant/Other
11306,12/1/2024,livechat,"""absolutely I did""",Irrelevant/Other
11239,12/1/2024,livechat,"""Hello one moment""",Irrelevant/Other
10924,12/1/2024,livechat,"""Agent to tell me what are the exact required missing documents""",Irrelevant/Other
10428,12/1/2024,livechat,"""Sometimes I guess""",Irrelevant/Other
2169,12/1/2024,livechat,"""I've got an idea""",Irrelevant/Other
12247,12/1/2024,livechat,"""I will try it again""",Irrelevant/Other
11399,12/1/2024,livechat,"""yes thanks""",Irrelevant/Other
11018,12/1/2024,livechat,"""then my device crashed""",Gameplay/Technical Issues
11390,12/1/2024,livechat,"""That worked. Thank you""",Irrelevant/Other
12151,12/1/2024,livechat,"""Is there a birthday bonus""",Bonuses/Promotions Issues
383,12/1/2024,livechat,"""I just changed my password trying to get into and deactivate an account but even after I changed it and try to get in just to deactivate it""",Account/Login Issues
10386,12/1/2024,livechat,"""I thought I bet ojn black in roulette?""",Irrelevant/Other
1534,12/1/2024,livechat,"""Says to deposit""",Deposit/Payment Issues
11632,12/1/2024,livechat,"""can you plese help me log in to my account""",Account/Login Issues
11415,12/1/2024,livechat,"""Because all the wilds""",Irrelevant/Other
10963,12/1/2024,livechat,"""Whats up with my deposit""",Deposit/Payment Issues
10993,12/1/2024,livechat,"""So id like a supervisor""",Irrelevant/Other
279,12/1/2024,telegram,"""Lol that's still in my copy history that's the number I sent that's a fact this is the second time this has happened to me""",Irrelevant/Other
1267,12/1/2024,livechat,"""sorry missed to send trhe file""",Irrelevant/Other
279,12/1/2024,telegram,"""Why didn't I receive email that was a new address""",Irrelevant/Other
11987,12/1/2024,livechat,"""all of that is correct""",Irrelevant/Other
12074,12/1/2024,livechat,"""can you chech what happend with my last deposit""",Deposit/Payment Issues
11559,12/1/2024,livechat,"""hello now its not letting me activate my 210 free spins""",Bonuses/Promotions Issues
11168,12/1/2024,livechat,"""The one you sent it to is an old account I don't have access to and you did this last time too I lost $400 because you sent it to the wrong account""",Account/Login Issues
1897,12/2/2024,livechat,"""Ok can I talk to areal person pls cause all of those were were correct on my end""",Irrelevant/Other
10869,12/2/2024,livechat,"""Miriam King""",Irrelevant/Other
11234,12/2/2024,livechat,"""Why is my account suspended lol""",Account/Login Issues
10661,12/2/2024,livechat,"""You tell me!!""",Irrelevant/Other
2512,12/2/2024,telegram,"""I entered the bonus code and it said it was valid now what do I do to redeem spins?""",Bonuses/Promotions Issues
575,12/2/2024,telegram,"""I sentc$20 in bitcoin at 4am and it's still not there but the transaction is complete on my end""",Irrelevant/Other
11964,12/2/2024,livechat,"""How come I'm not able to play any of the 1794 so I can get that one sent""",Irrelevant/Other
12200,12/2/2024,livechat,"""I just wondering why I haven't received my deposit on my account yet""",Account/Login Issues
10948,12/2/2024,livechat,"""Want me to click  cancel the 90 spins. Seems to be only thing I haven't tried""",Gameplay/Technical Issues
2386,12/2/2024,livechat,"""And i dont need nothing more ,sorry i ask but last time i also hear evrything is ok and i wait morenlike 2weeks""",Irrelevant/Other
380,12/2/2024,telegram,"""hi, i was just playing and the santa's cash promo shows in the upper right corner, but after all the play it still shows 0% achieved toward the 10 free spins""",Bonuses/Promotions Issues
6057,12/2/2024,livechat,"""I want to play but I still don't see the deposit?""",Deposit/Payment Issues
6536,12/2/2024,livechat,"""How can that be possible if they are still undergoing processing?""",Irrelevant/Other
8871,12/2/2024,livechat,"""No, have a good day""",Irrelevant/Other
5976,12/2/2024,livechat,"""OK I'll try son were""",Irrelevant/Other
5936,12/2/2024,livechat,"""so add something to make this right""",Irrelevant/Other
11622,12/2/2024,livechat,"""I got 30 free spins say I activate the but never did play them and there goin to expire""",Bonuses/Promotions Issues
6468,12/2/2024,livechat,"""Any updates on when the issue with deposits will be fixed?""",Deposit/Payment Issues
5527,12/2/2024,livechat,"""Sounds good. Thank you!""",Irrelevant/Other
5824,12/2/2024,livechat,"""Ok I’ll try""",Irrelevant/Other
6323,12/2/2024,livechat,"""It was sent over an hour ago""",Irrelevant/Other
6919,12/2/2024,livechat,"""i did check""",Irrelevant/Other
190,12/2/2024,telegram,"""What can u exorcism as far as a wait time for my deposit to get credited? Its been 2 hours 0, and it's not even registered on the site that is been initiated.""",Deposit/Payment Issues
10956,12/2/2024,livechat,"""It's been confirmed for sn hour now""",Irrelevant/Other
1208,12/2/2024,livechat,"""Can you tell me where my deposit is it's been over 4 hrs and still not showing""",Deposit/Payment Issues
6695,12/2/2024,livechat,"""Ok I want my deposit in my account or you can refund my money and I will go play elsewhere it has been 1 1/2 hours and it shows on my notifications that it is pending but it has 50 confirmations""",Account/Login Issues
6444,12/2/2024,livechat,"""All good, I will check back later. Thanks.""",Irrelevant/Other
1790,12/2/2024,livechat,"""Hi. So I went and checked and it only has one confirmation that is needed and that's been met. How can i tell the address it went to? I copied and pasted right from the deposit screen! This has never happened before.""",Deposit/Payment Issues
10928,12/2/2024,livechat,"""Y are you lying cunt""",Irrelevant/Other
6429,12/2/2024,livechat,"""Am I just waiting here or what?""",Irrelevant/Other
6416,12/2/2024,livechat,"""When will the problem be fixed my deposit has been confirmed 27 times already""",Deposit/Payment Issues
1300,12/2/2024,livechat,"""Sorry. Phone is messed up. I'm not showing it here""",Irrelevant/Other
7475,12/2/2024,livechat,"""Really 12 min""",Irrelevant/Other
10908,12/2/2024,livechat,"""Now it's saying this omg and still no credits""",Irrelevant/Other
5976,12/2/2024,livechat,"""Ok. This is unacceptable though- you all have had my funds, this needs to be resolved asap.""",Deposit/Payment Issues
2297,12/2/2024,livechat,"""Here is a screenshot of the transaction""",Irrelevant/Other
7141,12/2/2024,livechat,"""now i received an email saying that my deposit has been credited to the balance but ther is nothing credited..""",Deposit/Payment Issues
11123,12/2/2024,livechat,"""Is there anything you can do please ?""",Irrelevant/Other
7455,12/2/2024,livechat,"""I don't want to wait another whole day to play when I want to play right now so why don't I just get my money back?And then when you guys have this up and running.I'll go ahead and make another deposit at that time.But then at least I can know.And trust the fact that it's gonna go through right away and I'll be able to play.That's the whole point of using crypto currency""",Deposit/Payment Issues
5774,12/2/2024,livechat,"""Can I just get get my money back this is beyond ridiculous""",Irrelevant/Other
6798,12/2/2024,livechat,"""I would like further assistance""",Irrelevant/Other
